Entry	Entry Name	Gene Names	Protein names	Organism	EC number	KEGG	GeneID
Q6BEX0	YTFR_ECOLI	ytfR ytfS b4485 JW5752	Galactofuranose transporter ATP-binding protein YtfR (EC 7.5.2.9)	Escherichia coli (strain K12)	7.5.2.9	ecj:JW5752;eco:b4485;ecoc:C3026_22830;	2847725;
A0A385XJ53	INSA9_ECOLI	insA9 b4709	Insertion element IS1 9 protein InsA (IS1 repressor TnpA)	Escherichia coli (strain K12)		eco:b0022;eco:b1894;eco:b3444;ecoc:C3026_00105;	
A0A385XJE6	INH21_ECOLI	insH21 b4711	Transposase InsH for insertion sequence element IS5U	Escherichia coli (strain K12)		eco:b0259;eco:b0552;eco:b0656;eco:b2030;eco:b2192;eco:b2982;eco:b3218;eco:b3505;eco:b4711;ecoc:C3026_01250;ecoc:C3026_02730;ecoc:C3026_03280;ecoc:C3026_07795;ecoc:C3026_10760;ecoc:C3026_11440;ecoc:C3026_12250;ecoc:C3026_16315;ecoc:C3026_17505;ecoc:C3026_18985;ecoc:C3026_23975;	38094952;
A0A385XJL4	INSB9_ECOLI	insB9 b4710	Insertion element IS1 9 protein InsB (IS1i)	Escherichia coli (strain K12)		eco:b0021;eco:b1893;eco:b3445;ecoc:C3026_17555;ecoc:C3026_18660;	
A5A605	YKFM_ECOLI	ykfM b4586	Uncharacterized protein YkfM	Escherichia coli (strain K12)		eco:b4586;ecoc:C3026_01020;	5061498;
A5A615	YNCL_ECOLI	yncL b4598 JW1439.1	Uncharacterized protein YncL	Escherichia coli (strain K12)		eco:b4598;	5061503;
A5A624	DINQ_ECOLI	dinQ b4613	Uncharacterized protein DinQ	Escherichia coli (strain K12)		eco:b4613;	5061522;86862106;93778492;
A5A628	YJBT_ECOLI	yjbT b4620	Uncharacterized protein YjbT	Escherichia coli (strain K12)		eco:b4620;ecoc:C3026_21765;	5061528;93777858;
A5A630	YTCA_ECOLI	ytcA b4622	Uncharacterized protein YtcA	Escherichia coli (strain K12)		eco:b4622;ecoc:C3026_22070;	5061530;75203239;
A8DYP9	LPFUR_ECOLI	uof b4637	fur leader peptide	Escherichia coli (strain K12)		eco:b4637;ecoc:C3026_03400;	5625562;89519984;93776801;
C1P5Z7	SGRT_ECOLI	sgrT b4662 JW0068.1	Putative inhibitor of glucose uptake transporter SgrT	Escherichia coli (strain K12)		eco:b4662;	7751624;93777367;
C1P5Z8	YKGR_ECOLI	ykgR b4671 JW5035.1	Uncharacterized membrane protein YkgR	Escherichia coli (strain K12)		eco:b4671;ecoc:C3026_01455;ecoc:C3026_24085;	7751635;99615987;
C1P601	RZOQ_ECOLI	rzoQ b4689 JW1545.1	Putative lipoprotein RzoQ	Escherichia coli (strain K12)		eco:b4689;	7751615;
C1P602	YOAK_ECOLI	yoaK b4676 JW5292.1	Uncharacterized membrane protein YoaK	Escherichia coli (strain K12)		eco:b4676;ecoc:C3026_10230;	7751647;86946171;
C1P603	YOAJ_ECOLI	yoaJ b4675 JW5292.2	Uncharacterized protein YoaJ	Escherichia coli (strain K12)		eco:b4675;	7751648;86859448;93776042;
C1P605	AZUC_ECOLI	azuC b4663 JW1891.1	Uncharacterized protein AzuC	Escherichia coli (strain K12)		eco:b4663;	7751642;86946758;93776206;
C1P608	IBSB_ECOLI	ibsB b4668 JW2058.2	Small toxic protein IbsB	Escherichia coli (strain K12)		eco:b4668;	7751626;93775117;
C1P609	YOHP_ECOLI	yohP b4679 JW5358.1	Uncharacterized membrane protein YohP	Escherichia coli (strain K12)		eco:b4679;ecoc:C3026_11990;	7751636;86860308;99971505;
C1P610	YPDK_ECOLI	ypdK b4680 JW2375.1	Uncharacterized membrane protein YpdK	Escherichia coli (strain K12)		eco:b4680;	7751622;86860520;93774750;
C1P611	SHOB_ECOLI	shoB ryfB yphI b4687 JW2546.1	Small toxic protein ShoB	Escherichia coli (strain K12)		eco:b4687;ecoc:C3026_14185;	7751620;89517359;93774529;
E2JKY7	LPMG_ECOLI	mgtL b4702 JW4200.1	mgtA leader peptide (Regulatory leader peptide for mgtA)	Escherichia coli (strain K12)		eco:b4702;	86861359;93777583;9797237;
G3MTW7	PMRR_ECOLI	pmrR b4703 JW4072.1	Putative membrane protein PmrR	Escherichia coli (strain K12)		eco:b4703;ecoc:C3026_22215;	11115379;86861500;
P03061	LPIV_ECOLI	ivbL b3672 JW3647	ilv operon leader peptide (ilvBN operon attenuator peptide)	Escherichia coli (strain K12)		ecj:JW3647;eco:b3672;ecoc:C3026_19900;	86944339;948181;
P03835	INSG_ECOLI	insG b4278 JW5767	Transposase InsG for insertion sequence element IS4	Escherichia coli (strain K12)		ecj:JW5767;eco:b4278;ecoc:C3026_23070;	948805;
P03841	MALM_ECOLI	malM molA b4037 JW3997	Maltose operon periplasmic protein	Escherichia coli (strain K12)		ecj:JW3997;eco:b4037;ecoc:C3026_21815;	948547;
P06965	DICC_ECOLI	dicC b1569 JW1561	Repressor protein of division inhibition gene dicB	Escherichia coli (strain K12)		ecj:JW1561;eco:b1569;ecoc:C3026_09045;	946120;
P07021	YFIB_ECOLI	yfiB b2605 JW2586	Putative lipoprotein YfiB	Escherichia coli (strain K12)		ecj:JW2586;eco:b2605;ecoc:C3026_14425;	947094;
P08245	YCIH_ECOLI	yciH b1282 JW1274	Uncharacterized protein YciH	Escherichia coli (strain K12)		ecj:JW1274;eco:b1282;ecoc:C3026_07525;	93775405;947058;
P08369	CRED_ECOLI	creD cet b4400 JW4363	Inner membrane protein CreD	Escherichia coli (strain K12)		ecj:JW4363;eco:b4400;ecoc:C3026_23775;	948868;
P08371	PPDB_ECOLI	ppdB ygdC b2825 JW5451	Prepilin peptidase-dependent protein B	Escherichia coli (strain K12)		ecj:JW5451;eco:b2825;ecoc:C3026_15510;	948985;
P08372	PPDC_ECOLI	ppdC ygdA b2823 JW2791	Prepilin peptidase-dependent protein C	Escherichia coli (strain K12)		ecj:JW2791;eco:b2823;ecoc:C3026_15500;	945797;
P08390	USG_ECOLI	usg b2319 JW2316	USG-1 protein	Escherichia coli (strain K12)		ecj:JW2316;eco:b2319;ecoc:C3026_12925;	75172447;946797;
P09127	HEMX_ECOLI	hemX b3803 JW3775	Protein HemX (ORF X)	Escherichia coli (strain K12)		ecj:JW3775;eco:b3803;	948446;
P09153	TFAE_ECOLI	tfaE ycfA b1156 JW1142	Prophage tail fiber assembly protein homolog TfaE (Tail fiber assembly protein homolog from lambdoid prophage e14)	Escherichia coli (strain K12)		ecj:JW1142;eco:b1156;	945723;
P09162	YJAA_ECOLI	yjaA b4011 JW3971	Uncharacterized protein YjaA	Escherichia coli (strain K12)		ecj:JW3971;eco:b4011;ecoc:C3026_21670;	75169457;948515;
P09557	DICB_ECOLI	dicB b1575 JW1566	Division inhibition protein DicB	Escherichia coli (strain K12)		ecj:JW1566;eco:b1575;ecoc:C3026_09070;	86859660;946110;
P0A772	NRDI_ECOLI	nrdI ygaO b2674 JW2649	Protein NrdI	Escherichia coli (strain K12)		ecj:JW2649;eco:b2674;ecoc:C3026_14735;	75172757;947158;
P0A7C8	PSIE_ECOLI	psiE yjbA b4030 JW3990	Protein PsiE	Escherichia coli (strain K12)		ecj:JW3990;eco:b4030;ecoc:C3026_21775;	86861566;93777857;948528;
P0A8A0	YEBC_ECOLI	yebC b1864 JW1853	Probable transcriptional regulatory protein YebC	Escherichia coli (strain K12)		ecj:JW1853;eco:b1864;ecoc:C3026_10615;	93776139;946379;
P0A8A2	YEEN_ECOLI	yeeN b1983 JW1964	Probable transcriptional regulatory protein YeeN	Escherichia coli (strain K12)		ecj:JW1964;eco:b1983;ecoc:C3026_11195;	86946907;946493;
P0A8C1	YBJQ_ECOLI	ybjQ b0866 JW0850	UPF0145 protein YbjQ	Escherichia coli (strain K12)		ecj:JW0850;eco:b0866;ecoc:C3026_05390;	86863380;945493;
P0A8C4	YGFB_ECOLI	ygfB b2909 JW5473	UPF0149 protein YgfB	Escherichia coli (strain K12)		ecj:JW5473;eco:b2909;	86860992;93779092;947400;
P0A8D3	YAII_ECOLI	yaiI b0387 JW0378	UPF0178 protein YaiI	Escherichia coli (strain K12)		ecj:JW0378;eco:b0387;ecoc:C3026_01875;	93777074;945033;
P0A8D9	YFBV_ECOLI	yfbV b2295 JW2292	UPF0208 membrane protein YfbV	Escherichia coli (strain K12)		ecj:JW2292;eco:b2295;ecoc:C3026_12800;	93774879;946774;
P0A8E1	YCFP_ECOLI	ycfP b1108 JW5158	UPF0227 protein YcfP	Escherichia coli (strain K12)		ecj:JW5158;eco:b1108;ecoc:C3026_06685;	89515980;93776300;945676;
P0A8J4	YBED_ECOLI	ybeD b0631 JW0626	UPF0250 protein YbeD	Escherichia coli (strain K12)		ecj:JW0626;eco:b0631;ecoc:C3026_03155;	86945514;93776851;945220;
P0A8K8	YIHY_ECOLI	yihY b3886 JW3857	UPF0761 membrane protein YihY	Escherichia coli (strain K12)		ecj:JW3857;eco:b3886;ecoc:C3026_21005;	75174122;948379;
P0A8L7	YCIU_ECOLI	yciU b1248 JW1240	Putative double-stranded DNA mimic protein YciU	Escherichia coli (strain K12)		ecj:JW1240;eco:b1248;ecoc:C3026_07330;	93775313;945819;
P0A8R7	YCJF_ECOLI	ycjF b1322 JW1315	UPF0283 membrane protein YcjF	Escherichia coli (strain K12)		ecj:JW1315;eco:b1322;ecoc:C3026_07740;	75171447;945878;
P0A8T5	FLIE_ECOLI	fliE fla AI flaN b1937 JW1921	Flagellar hook-basal body complex protein FliE	Escherichia coli (strain K12)		ecj:JW1921;eco:b1937;ecoc:C3026_10975;	93775248;946446;
P0A8U2	YAFD_ECOLI	yafD b0209 JW5017	UPF0294 protein YafD	Escherichia coli (strain K12)		ecj:JW5017;eco:b0209;ecoc:C3026_00975;	86862720;946286;
P0A8W5	YQGE_ECOLI	yqgE b2948 JW2915	UPF0301 protein YqgE	Escherichia coli (strain K12)		ecj:JW2915;eco:b2948;ecoc:C3026_16135;	93779049;947442;
P0A8W8	YFBU_ECOLI	yfbU b2294 JW2291	UPF0304 protein YfbU	Escherichia coli (strain K12)		ecj:JW2291;eco:b2294;ecoc:C3026_12795;	93774880;946767;
P0A8X2	YCEI_ECOLI	yceI b1056 JW1043	Protein YceI	Escherichia coli (strain K12)		ecj:JW1043;eco:b1056;ecoc:C3026_06425;	86863552;946145;
P0A8X4	YCCT_ECOLI	yccT b0964 JW0947	UPF0319 protein YccT	Escherichia coli (strain K12)		ecj:JW0947;eco:b0964;ecoc:C3026_05890;	93776450;945577;
P0A8Z7	YQIA_ECOLI	yqiA yzzI b3031 JW2999	Esterase YqiA (EC 3.1.-.-)	Escherichia coli (strain K12)	3.1.-.-	ecj:JW2999;eco:b3031;ecoc:C3026_16555;	86861183;93778962;947488;
P0A905	SLYB_ECOLI	slyB b1641 JW1633	Outer membrane lipoprotein SlyB	Escherichia coli (strain K12)		ecj:JW1633;eco:b1641;ecoc:C3026_09425;	93775795;946801;
P0A976	CSPF_ECOLI	cspF b1558 JW1550	Cold shock-like protein CspF (CSP-F)	Escherichia coli (strain K12)		ecj:JW1550;eco:b1558;ecoc:C3026_08990;	75058981;946090;
P0A978	CSPG_ECOLI	cspG cspI b0990 JW0974	Cold shock-like protein CspG (CPS-G)	Escherichia coli (strain K12)		ecj:JW0974;eco:b0990;ecoc:C3026_06035;	93776422;945591;
P0A982	CSPH_ECOLI	cspH cspK b0989 JW5134	Cold shock-like protein CspH (CSP-H)	Escherichia coli (strain K12)		ecj:JW5134;eco:b0989;ecoc:C3026_06030;	93776424;945590;
P0A986	CSPI_ECOLI	cspI cspJ b1552 JW1544	Cold shock-like protein CspI (CPS-I)	Escherichia coli (strain K12)		ecj:JW1544;eco:b1552;ecoc:C3026_08960;	86859682;946099;
P0A9A2	FTNB_ECOLI	ftnB yecI b1902 JW1890	Bacterial non-heme ferritin-like protein	Escherichia coli (strain K12)		ecj:JW1890;eco:b1902;ecoc:C3026_10795;	93776204;946407;
P0A9K1	PHOH_ECOLI	phoH psiH b1020 JW1005	Protein PhoH (Phosphate starvation-inducible protein PsiH)	Escherichia coli (strain K12)		ecj:JW1005;eco:b1020;	948010;
P0A9K3	PHOL_ECOLI	ybeZ b0660 JW0657	PhoH-like protein	Escherichia coli (strain K12)		ecj:JW0657;eco:b0660;ecoc:C3026_03300;	86863170;948044;
P0A9R2	ESSD_ECOLI	essD ybcR b0554 JW0543	Prophage lysis protein S homolog EssD (Lysis protein S homolog from lambdoid prophage DLP12)	Escherichia coli (strain K12)		ecj:JW0543;eco:b0554;ecoc:C3026_02740;	947545;
P0A9T6	YBAQ_ECOLI	ybaQ b0483 JW0472	Uncharacterized HTH-type transcriptional regulator YbaQ	Escherichia coli (strain K12)		ecj:JW0472;eco:b0483;ecoc:C3026_02375;	948800;
P0A9T8	YBBA_ECOLI	ybbA b0495 JW0484	Uncharacterized ABC transporter ATP-binding protein YbbA	Escherichia coli (strain K12)		ecj:JW0484;eco:b0495;ecoc:C3026_02435;	93776954;945122;
P0A9U8	YDIO_ECOLI	ydiO b1695 JW5275	Probable acyl-CoA dehydrogenase YdiO (EC 1.3.-.-)	Escherichia coli (strain K12)	1.3.-.-	ecj:JW5275;eco:b1695;ecoc:C3026_09705;	75204542;945626;
P0A9V5	YIAG_ECOLI	yiaG b3555 JW3524	Uncharacterized HTH-type transcriptional regulator YiaG	Escherichia coli (strain K12)		ecj:JW3524;eco:b3555;ecoc:C3026_19270;	93778286;948071;
P0A9W9	YRDA_ECOLI	yrdA b3279 JW5710	Protein YrdA	Escherichia coli (strain K12)		ecj:JW5710;eco:b3279;ecoc:C3026_17835;	93778708;947775;
P0AA31	YEDF_ECOLI	yedF b1930 JW1915	Putative sulfur carrier protein YedF	Escherichia coli (strain K12)		ecj:JW1915;eco:b1930;ecoc:C3026_10945;	86860072;93775259;946909;
P0AA49	YFDV_ECOLI	yfdV b2372 JW2369	Uncharacterized transporter YfdV	Escherichia coli (strain K12)		ecj:JW2369;eco:b2372;ecoc:C3026_13190;	93774757;949110;
P0AA70	YEDA_ECOLI	yedA b1959 JW1942	Uncharacterized inner membrane transporter YedA	Escherichia coli (strain K12)		ecj:JW1942;eco:b1959;ecoc:C3026_11080;	86946874;946461;
P0AA91	YEAY_ECOLI	yeaY b1806 JW1795	Uncharacterized lipoprotein YeaY	Escherichia coli (strain K12)		ecj:JW1795;eco:b1806;ecoc:C3026_10290;	946312;
P0AAA1	YAGU_ECOLI	yagU b0287 JW0281	Inner membrane protein YagU	Escherichia coli (strain K12)		ecj:JW0281;eco:b0287;ecoc:C3026_01400;ecoc:C3026_24035;	75170255;945677;
P0AAA3	ECPA_ECOLI	ecpA matB yagZ b0293 JW0287	Common pilus major fimbrillin subunit EcpA (MatB fimbrillin)	Escherichia coli (strain K12)		ecj:JW0287;eco:b0293;ecoc:C3026_01430;ecoc:C3026_24060;	75204620;948759;
P0AAA5	YMCE_ECOLI	ymcE sfa b0991 JW0975	Uncharacterized protein YmcE	Escherichia coli (strain K12)		ecj:JW0975;eco:b0991;ecoc:C3026_06040;	93776420;946951;
P0AAC4	YBHL_ECOLI	ybhL b0786 JW0769	Inner membrane protein YbhL	Escherichia coli (strain K12)		ecj:JW0769;eco:b0786;ecoc:C3026_04980;	93776644;945401;
P0AAE5	ARCD_ECOLI	ydgI b1605 JW1597	Putative arginine/ornithine antiporter	Escherichia coli (strain K12)		ecj:JW1597;eco:b1605;ecoc:C3026_09240;	93775753;945159;
P0AAK4	HYDN_ECOLI	hydN b2713 JW2683	Electron transport protein HydN	Escherichia coli (strain K12)		ecj:JW2683;eco:b2713;ecoc:C3026_14930;	93779298;947190;
P0AAL6	YDHY_ECOLI	ydhY b1674 JW1664	Uncharacterized ferredoxin-like protein YdhY	Escherichia coli (strain K12)		ecj:JW1664;eco:b1674;ecoc:C3026_09595;	93775829;948749;
P0AAN1	HYBE_ECOLI	hybE b2992 JW2960	Hydrogenase-2 operon protein HybE	Escherichia coli (strain K12)		ecj:JW2960;eco:b2992;ecoc:C3026_16365;	86861137;93778993;947483;
P0AAP5	IPRA_ECOLI	iprA yaiV b0375 JW0366	Inhibitor of hydrogen peroxide resistance	Escherichia coli (strain K12)		ecj:JW0366;eco:b0375;	93777087;946902;
P0AAP7	YAIY_ECOLI	yaiY b0379 JW0370	Inner membrane protein YaiY	Escherichia coli (strain K12)		ecj:JW0370;eco:b0379;ecoc:C3026_01830;	93777083;945223;
P0AAQ0	YAIZ_ECOLI	yaiZ b0380 JW5053	Uncharacterized protein YaiZ	Escherichia coli (strain K12)		ecj:JW5053;eco:b0380;ecoc:C3026_01835;	93777082;947355;
P0AAQ2	YAJD_ECOLI	yajD b0410 JW0400	Putative HNH nuclease YajD (EC 3.1.-.-)	Escherichia coli (strain K12)	3.1.-.-	ecj:JW0400;eco:b0410;ecoc:C3026_01995;	93777050;945051;
P0AAR5	YBAN_ECOLI	ybaN b0468 JW0457	Inner membrane protein YbaN	Escherichia coli (strain K12)		ecj:JW0457;eco:b0468;ecoc:C3026_02300;	93776982;945558;
P0AAR8	YBAV_ECOLI	ybaV b0442 JW0432	Uncharacterized protein YbaV	Escherichia coli (strain K12)		ecj:JW0432;eco:b0442;ecoc:C3026_02165;	75170460;945884;
P0AAS0	YLAC_ECOLI	ylaC b0458 JW5063	Inner membrane protein YlaC	Escherichia coli (strain K12)		ecj:JW5063;eco:b0458;ecoc:C3026_02245;	93776992;948876;
P0AAS3	YBBJ_ECOLI	ybbJ b0488 JW5065	Inner membrane protein YbbJ	Escherichia coli (strain K12)		ecj:JW5065;eco:b0488;ecoc:C3026_02400;	93776961;945126;
P0AAU7	YBFE_ECOLI	ybfE b0685 JW5816	Uncharacterized protein YbfE	Escherichia coli (strain K12)		ecj:JW5816;eco:b0685;ecoc:C3026_03415;	86945564;93776799;945291;
P0AAV0	YBGE_ECOLI	ybgE b0735 JW0725	Uncharacterized protein YbgE	Escherichia coli (strain K12)		ecj:JW0725;eco:b0735;ecoc:C3026_03690;	86863244;93776749;945326;
P0AAW5	YBHQ_ECOLI	ybhQ b0791 JW0774	Inner membrane protein YbhQ	Escherichia coli (strain K12)		ecj:JW0774;eco:b0791;ecoc:C3026_05005;	93776639;945405;
P0AAX3	YBIJ_ECOLI	ybiJ b0802 JW0787	Uncharacterized protein YbiJ	Escherichia coli (strain K12)		ecj:JW0787;eco:b0802;ecoc:C3026_05060;	86863312;89520181;945433;
P0AAY1	BSSR_ECOLI	bssR yliH b0836 JW0820	Biofilm regulator BssR	Escherichia coli (strain K12)		ecj:JW0820;eco:b0836;ecoc:C3026_05235;	93776586;945466;
P0AAZ0	YBJO_ECOLI	ybjO b0858 JW0842	Inner membrane protein YbjO	Escherichia coli (strain K12)		ecj:JW0842;eco:b0858;ecoc:C3026_05350;	93776564;945488;
P0AAZ7	YCAR_ECOLI	ycaR b0917 JW0900	Methyltransferase activator Trm112 homolog	Escherichia coli (strain K12)		ecj:JW0900;eco:b0917;ecoc:C3026_05645;	89515807;93776498;945537;
P0AB12	YCCF_ECOLI	yccF b0961 JW0944	Inner membrane protein YccF	Escherichia coli (strain K12)		ecj:JW0944;eco:b0961;ecoc:C3026_05875;	93776453;945594;
P0AB14	YCCJ_ECOLI	yccJ b1003 JW0988	Uncharacterized protein YccJ	Escherichia coli (strain K12)		ecj:JW0988;eco:b1003;ecoc:C3026_06105;	86863519;948930;
P0AB26	YCEB_ECOLI	yceB b1063 JW1050	Uncharacterized lipoprotein YceB	Escherichia coli (strain K12)		ecj:JW1050;eco:b1063;ecoc:C3026_06460;	75171188;947377;
P0AB35	YCFJ_ECOLI	ycfJ b1110 JW1096	Uncharacterized protein YcfJ	Escherichia coli (strain K12)		ecj:JW1096;eco:b1110;ecoc:C3026_06695;	93776298;945977;
P0AB49	YCHH_ECOLI	ychH b1205 JW1196	Uncharacterized protein YchH	Escherichia coli (strain K12)		ecj:JW1196;eco:b1205;ecoc:C3026_07085;	86946695;93775270;945762;
P0AB52	YCHN_ECOLI	ychN b1219 JW1210	Protein YchN	Escherichia coli (strain K12)		ecj:JW1210;eco:b1219;ecoc:C3026_07170;	93775287;945794;
P0AB55	YCII_ECOLI	yciI b1251 JW1243	Protein YciI	Escherichia coli (strain K12)		ecj:JW1243;eco:b1251;ecoc:C3026_07350;	86859935;949085;
P0ABR1	DINI_ECOLI	dinI b1061 JW1048	DNA damage-inducible protein I	Escherichia coli (strain K12)		ecj:JW1048;eco:b1061;ecoc:C3026_06450;	93776346;945022;
P0ABY2	FLIT_ECOLI	fliT b1926 JW1911	Flagellar protein FliT	Escherichia coli (strain K12)		ecj:JW1911;eco:b1926;ecoc:C3026_10925;	75172048;946433;
P0ABY4	FLAW_ECOLI	fldB b2895 JW2863	Flavodoxin 2	Escherichia coli (strain K12)		ecj:JW2863;eco:b2895;ecoc:C3026_15875;	93779107;947361;
P0AC73	EBGC_ECOLI	ebgC b3077 JW3048	Evolved beta-galactosidase subunit beta	Escherichia coli (strain K12)		ecj:JW3048;eco:b3077;ecoc:C3026_16805;	93778914;947581;
P0ACG6	HOKD_ECOLI	hokD relF b1562 JW1554	Toxic protein HokD (Protein RelF)	Escherichia coli (strain K12)		ecj:JW1554;eco:b1562;ecoc:C3026_09015;	86859670;93775336;948616;
P0ACH1	SFSB_ECOLI	sfsB nlp sfs7 b3188 JW3155	Sugar fermentation stimulation protein B (Ner-like protein)	Escherichia coli (strain K12)		ecj:JW3155;eco:b3188;ecoc:C3026_17355;	86862415;93778793;947960;
P0ACI3	XYLR_ECOLI	xylR b3569 JW3541	Xylose operon regulatory protein	Escherichia coli (strain K12)		ecj:JW3541;eco:b3569;ecoc:C3026_19350;	75203010;948086;
P0ACM2	RSPR_ECOLI	rspR ydfH b1540 JW1533	HTH-type transcriptional repressor RspR	Escherichia coli (strain K12)		ecj:JW1533;eco:b1540;ecoc:C3026_08895;	93775704;946087;
P0ACM9	YIHL_ECOLI	yihL b3872 JW3843	Uncharacterized HTH-type transcriptional regulator YihL	Escherichia coli (strain K12)		ecj:JW3843;eco:b3872;ecoc:C3026_20935;	75174107;948368;
P0ACN2	YTFH_ECOLI	ytfH b4212 JW5747	Uncharacterized HTH-type transcriptional regulator YtfH	Escherichia coli (strain K12)		ecj:JW5747;eco:b4212;	93777609;948730;
P0ACR7	YFER_ECOLI	yfeR b2409 JW2400	Uncharacterized HTH-type transcriptional regulator YfeR	Escherichia coli (strain K12)		ecj:JW2400;eco:b2409;ecoc:C3026_13390;	75172523;946873;
P0ACU7	YJDC_ECOLI	yjdC cutA3 b4135 JW5733	HTH-type transcriptional regulator YjdC	Escherichia coli (strain K12)		ecj:JW5733;eco:b4135;ecoc:C3026_22350;	93777689;948650;
P0ACX0	YDGC_ECOLI	ydgC b1607 JW1599	Inner membrane protein YdgC	Escherichia coli (strain K12)		ecj:JW1599;eco:b1607;ecoc:C3026_09250;	75171667;945156;
P0ACX9	YDIE_ECOLI	ydiE b1705 JW1695	Uncharacterized protein YdiE	Escherichia coli (strain K12)		ecj:JW1695;eco:b1705;ecoc:C3026_09765;	75203546;946205;
P0ACY6	YEAL_ECOLI	yeaL b1789 JW1778	UPF0756 membrane protein YeaL	Escherichia coli (strain K12)		ecj:JW1778;eco:b1789;ecoc:C3026_10200;	93776035;946307;
P0ACY9	YEBG_ECOLI	yebG b1848 JW1837	DNA damage-inducible protein YebG	Escherichia coli (strain K12)		ecj:JW1837;eco:b1848;ecoc:C3026_10530;	93776115;946364;
P0AD12	YEEZ_ECOLI	yeeZ b2016 JW1998	Protein YeeZ	Escherichia coli (strain K12)		ecj:JW1998;eco:b2016;ecoc:C3026_11370;	93775158;946538;
P0AD17	YOHC_ECOLI	yohC b2135 JW5356	Inner membrane protein YohC	Escherichia coli (strain K12)		ecj:JW5356;eco:b2135;ecoc:C3026_11970;	93775046;946666;
P0AD19	YOHK_ECOLI	yohK b2142 JW2130	Inner membrane protein YohK	Escherichia coli (strain K12)		ecj:JW2130;eco:b2142;ecoc:C3026_12005;	93775040;949125;
P0AD24	YEJL_ECOLI	yejL b2187 JW2175	UPF0352 protein YejL	Escherichia coli (strain K12)		ecj:JW2175;eco:b2187;ecoc:C3026_12230;	86860362;946694;
P0AD30	YFCA_ECOLI	yfcA b2327 JW2324	Probable membrane transporter protein YfcA	Escherichia coli (strain K12)		ecj:JW2324;eco:b2327;ecoc:C3026_12965;	86860490;946808;
P0AD35	YFDO_ECOLI	yfdO oweS b2358 JW2355	Protein YfdO	Escherichia coli (strain K12)		ecj:JW2355;	
P0AD44	YFHG_ECOLI	yfhG b2555 JW2539	Uncharacterized protein YfhG	Escherichia coli (strain K12)		ecj:JW2539;eco:b2555;ecoc:C3026_14145;	947010;
P0AD47	YPHA_ECOLI	yphA b2543 JW2527	Inner membrane protein YphA	Escherichia coli (strain K12)		ecj:JW2527;eco:b2543;ecoc:C3026_14085;	75206236;947365;
P0AD72	LPF_ECOLI	pheL pheAE b2598 JW2579	phe operon leader peptide (phe operon attenuator peptide)	Escherichia coli (strain K12)		ecj:JW2579;eco:b2598;	947080;
P0AD79	LPL_ECOLI	leuL leuLP b0075 JW0074	leu operon leader peptide (leu operon attenuator peptide)	Escherichia coli (strain K12)		ecj:JW0074;eco:b0075;	86862585;93777360;946072;
P0AD83	LPPY_ECOLI	pyrL b4246 JW4205	pyr operon leader peptide (pyrBI operon attenuator)	Escherichia coli (strain K12)		ecj:JW4205;eco:b4246;ecoc:C3026_22915;	86861354;93777578;948768;
P0AD86	LPT_ECOLI	thrL b0001 JW4367	thr operon leader peptide (thr operon attenuator)	Escherichia coli (strain K12)		ecj:JW4367;eco:b0001;ecoc:C3026_00005;	86862518;93777441;944742;
P0AD92	LPW_ECOLI	trpL trpEE b1265 JW1257	trp operon leader peptide	Escherichia coli (strain K12)		ecj:JW1257;eco:b1265;	86859921;89516133;945856;
P0ADA5	YAJG_ECOLI	yajG b0434 JW0424	Uncharacterized lipoprotein YajG	Escherichia coli (strain K12)		ecj:JW0424;eco:b0434;ecoc:C3026_02120;	93777020;945521;
P0ADA7	OSMB_ECOLI	osmB b1283 JW1275	Osmotically-inducible lipoprotein B	Escherichia coli (strain K12)		ecj:JW1275;eco:b1283;ecoc:C3026_07530;	93775406;945866;
P0ADB1	OSME_ECOLI	osmE anr b1739 JW1728	Osmotically-inducible putative lipoprotein OsmE (Activator of ntr-like gene protein)	Escherichia coli (strain K12)		ecj:JW1728;eco:b1739;ecoc:C3026_09935;	93775952;945305;
P0ADE2	YTFK_ECOLI	ytfK b4217 JW5749	Uncharacterized protein YtfK	Escherichia coli (strain K12)		ecj:JW5749;eco:b4217;ecoc:C3026_22775;	86861384;948736;
P0ADF3	LPRH_ECOLI	rhoL b3782 JW3755	rho operon leader peptide (RhoL)	Escherichia coli (strain K12)		ecj:JW3755;ecoc:C3026_20475;	93778162;
P0ADI7	YECD_ECOLI	yecD b1867 JW5307	Isochorismatase family protein YecD (EC 3.-.-.-)	Escherichia coli (strain K12)	3.-.-.-	ecj:JW5307;eco:b1867;ecoc:C3026_10630;	946384;
P0ADI9	YHHN_ECOLI	yhhN b3468 JW3433	Uncharacterized membrane protein YhhN	Escherichia coli (strain K12)		ecj:JW3433;eco:b3468;ecoc:C3026_18785;	75173628;947973;
P0ADJ3	YHJR_ECOLI	yhjR b3535 JW3503	Protein YhjR	Escherichia coli (strain K12)		ecj:JW3503;eco:b3535;ecoc:C3026_19150;	93778256;948051;
P0ADJ5	BCSF_ECOLI	bcsF yhjT b3537 JW5663	Cellulose biosynthesis protein BcsF	Escherichia coli (strain K12)		ecj:JW5663;eco:b3537;ecoc:C3026_19160;	93778259;948059;
